AROKATO,nom,IDREG,pays,type,lat,long,SITU,CAP,CAPNAT,GAS,typharris1963,1959,1970,1979,1989,2002,2010,T5970,T7079,T7989,T8902,T0210
AR57408,Berezniki,RUS52,Russie,gorod,59.41666667,56.78333333,E,0,0,0,3B1,117.9,155.7,193.3,207.7,179.221,162.206,2.560357956,2.432586222,0.721100948,-1.128013139,-1.239165187
AR46438,kolomna,RUS40,Russie,gorod,55.08333333,38.78333333,O,0,0,0,3B1,117.785,135.9,147.3,161.9,167.635,162.854,1.309024524,0.899039548,0.949555311,0.268129103,-0.361032989
AUA04113,Nikopol',UKR05,Ukraine,gorod,47.57,34.4,O,0,0,0,3B1,117.414,171.309,195.982,211.999,184.86,172.617,3.493856975,1.506274726,0.788681228,-1.048182455,-0.852884563
AR24405,kineshma,RUS18,Russie,gorod,57.45,42.15,O,0,0,0,3A2,116.5,125.8,131.2,133.9,119.936,110.365,0.700643751,0.468086923,0.203911379,-0.843613636,-1.034180354
AUA06104,Zhitomir,UKR07,Ukraine,gorod,50.25,28.67,O,1,0,0,1B3,116.246,172.235,243.764,292.097,283.277,271.714,3.638740512,3.934781285,1.8253128,-0.235576994,-0.519579961
AAZ05105,Ganca,AZE00,Azerbaidjan,gorod,40.68,46.36,O,0,0,1,2A,116.122,189.512,231.901,278.006,300.891,315.9,4.553453493,2.268210404,1.829861896,0.610345596,0.610345596
AR89401,Saransk,RUS39,Russie,gorod,54.18333333,45.18333333,O,1,0,0,1B3,115.9,231.7,312.1,363.1,354.656,344.954,6.499931165,3.365162748,1.52505841,-0.180836085,-0.346115021
AR32404,anzherosud,RUS25,Russie,gorod,56.08333333,86.03333333,E,0,0,0,3B1,115.6,106.2,105.1,108,86.48,76.669,-0.768052085,-0.115620119,0.272560264,-1.694842812,-1.493925026
AR04429,Norilsk,RUS34,Russie,gorod,69.33333333,88.21666667,E,0,0,0,3B1,114.567,149.534,231.823,265.43,220.602,175.301,2.451046964,4.992287219,1.362974987,-1.412930637,-2.832312175
AKA08103,Taraz - djambul,KAZ004,Kazakhstan,gorod,42.9,71.37,E,1,0,0,1B3,113.346,187.164,263.793,306.715,328.795,320.634,4.664997025,3.886736947,1.518963474,0.5361623,-0.31367701
AR80445,sterlitamak,RUS07,Russie,gorod,53.63333333,55.95,E,0,0,0,3A1,111.6,184.9,220.1,247.5,264.362,273.432,4.696914609,1.955166174,1.180195932,0.508278096,0.422560104
AR01416,rubcovsk,RUS02,Russie,gorod,51.51666667,81.2,E,0,0,0,3A1,111.4,145,157.1,171.8,163.063,147.008,2.425366897,0.894519379,0.898497111,-0.400690319,-1.287263248
AR03405,Armavir,RUS33,Russie,gorod,45,41.11666667,O,0,0,1,3A1,111,145.4,161.5,161,193.964,188.897,2.484529494,1.173685122,-0.03100297,1.44314663,-0.330336707
ATA05101,Khoutchand / leninabad,TAD00,Tadjikistan,gorod,40.28,69.63,E,1,0,1,3A1,109.532,144.305,178.126,213.105,207.827,205,2.538152313,2.367161152,1.809108002,-0.192717758,-0.171072781
AAR08102,Gyoumri,ARM00,Arménie,gorod,40.79,43.85,O,1,0,0,3A1,108.446,164.966,206.613,122.587,150.41,146.3,3.887166361,2.53274342,-5.08634948,1.58586863,-0.34573769
AR46457,orehovozuev,RUS40,Russie,gorod,55.8,38.96666667,O,0,0,0,3A1,108.3,120.1,132.3,137.2,122.248,120.62,0.944611512,1.080769034,0.364338547,-0.883672056,-0.167442911
AR80439,salavat,RUS07,Russie,gorod,53.36666667,55.93333333,E,0,0,0,3B2,107.3,168.1,194.2,219.5,228.795,222.327,4.165610337,1.616588943,1.232166147,0.319541554,-0.357822472
AR46470,serpuhov,RUS40,Russie,gorod,54.91666667,37.4,O,0,0,0,3A1,106.4,124.3,139.7,143.6,131.097,126.496,1.423605577,1.306227219,0.275723323,-0.698274878,-0.445589542
AMO02108,Tiraspol,MOL00,Moldavie,gorod,46.84,29.64,O,1,0,0,3A2,105.785,177.553,231.829,311.831,249.614,229.527,4.820399672,3.008009983,3.009013942,-1.697333945,-1.043185878
AUZ03103,Kokand,OUZ00,Ouzbekistan,gorod,40.53,70.94,E,0,0,1,2A,105.082,133.131,152.776,182.073,199.354,210.794,2.174139226,1.541078346,1.769828183,0.699931712,0.699931712
AR97401,Tcheboksary,RUS69,Russie,gorod,56.13333333,47.25,O,1,0,0,1B3,104.4,255,392.9,534.4,566.478,577.758,8.45714123,4.920464684,3.123689382,0.449419354,0.246764603
AR05423,ussurijsk,RUS53,Russie,gorod,43.8,131.95,E,0,0,0,2A,104.3,128.2,146.8,158,157.759,157.946,1.893338606,1.516715711,0.737948688,-0.011741472,0.014809226
AKA07102,Oral,KAZ002,Kazakhstan,gorod,51.23,51.37,E,1,0,1,1B3,103.914,134.162,177.716,211.925,211.465,229.226,2.349767421,3.173065357,1.776044054,-0.016728069,1.013233913
AKA021,Astana / tselinograd,KAZ001,Kazakhstan,gorod,51.18,71.43,E,1,1,0,1B3,102.276,179.514,233.638,277.365,419.771,613.006,5.247387973,2.97128405,1.730415377,3.238847916,4.847122442
AR83401,Naltchik,RUS19,Russie,gorod,43.48333333,43.61666667,O,1,0,0,1B3,100.7,164.7,230.8,262.7,308.749,271.774,4.574070168,3.820344888,1.303027997,1.250180633,-1.58182821
AUA05128,Krasnoarmiisk,UKR06,Ukraine,gorod,48.28,37.18,O,0,0,0,,99.337,107.09,118.657,136.113,123.179,116.409,0.68553449,1.146156116,1.381946255,-0.765100811,-0.70413449
AUA01109,Kertch,UKR01,Ukraine,gorod,45.36,36.47,O,0,0,0,3B1,98.769,127.608,156.827,174.365,156.148,147.269,2.356233186,2.317333809,1.065713867,-0.845219768,-0.729133777
AR17425,kovrov,RUS75,Russie,gorod,56.35,41.31666667,O,0,0,0,3A1,98.6,123.3,142.9,159.9,155.499,145.492,2.053056096,1.652671036,1.130376363,-0.214456782,-0.828030267
AUA18113,Soumi,UKR20,Ukraine,gorod,50.92,34.78,O,1,0,0,1B3,98.015,166.467,228.174,291.264,290.984,272.326,4.93305767,3.565554235,2.4712574,-0.007396399,-0.824936406
ABE06102,Babrouisk,BEL00,Belarus,gorod,53.15,29.23,O,0,0,0,3A1,97.53,137.536,192.207,221.166,220.76,215.378,3.174112623,3.788757368,1.413300322,-0.014133131,-0.308025291
AKA04101,Aktobe,KAZ003,Kazakhstan,gorod,50.3,57.18,E,1,0,0,1B3,96.68,149.914,190.569,253.532,251.085,345.687,4.068354195,2.701998777,2.89589587,-0.074566603,4.077707431
AKA06101,Atyrau/guriev,KAZ006,Kazakhstan,gorod,47.12,51.88,E,1,0,1,1B3,94.941,136.674,153.533,166.146,159.901,178.341,3.367672299,1.300798834,0.792638802,-0.294293537,1.373662906
AR46204501,balashiha,RUS40,Russie,gorod,55.8,37.95,O,0,0,0,3A2,94.744,118.467,137.817,151.591,171.157,215.353,2.052173497,1.6952556,0.957145482,0.938182516,2.912832732
AR10401,Blagoveschensk,RUS04,Russie,gorod,50.28333333,127.5333333,E,1,0,0,1B3,94.7,127.8,172,205.6,219.221,214.397,2.762491427,3.355374726,1.800395753,0.494664212,-0.277750019
AUA08109,Melitopol,UKR09,Ukraine,gorod,46.84,35.37,O,0,0,0,3A1,94.67,136.86,160.664,173.385,160.37,157.626,3.407321058,1.797709063,0.764903834,-0.598428303,-0.21551779
AR03420,novrossijsk,RUS33,Russie,gorod,44.71666667,37.76666667,O,0,0,0,3A1,93.5,132.7,159.1,185.9,232.079,241.788,3.23419458,2.036481137,1.568940222,1.721331186,0.513607944
AUA16108,Krementchouk,UKR18,Ukraine,gorod,49.07,33.42,O,0,0,0,3A1,92.81,166.083,209.616,236.495,233.239,227.611,5.432739636,2.620292881,1.21380535,-0.106600659,-0.304828916
AR19430,Tchérépovets,RUS77,Russie,gorod,59.13333333,37.91666667,O,0,0,0,3A1,92.4,188.3,265.9,310.5,311.869,312.311,6.685923915,3.908721657,1.562720774,0.0338467,0.017704797
AKA10103,Kostanai,KAZ001,Kazakhstan,gorod,53.17,63.58,E,1,0,1,1B3,91.06,136.372,181.236,244.872,230.436,237.869,3.739758602,3.210614094,3.055094528,-0.466299138,0.39760258
AUZ02101,Bukhara,OUZ00,Ouzbekistan,gorod,39.77,64.43,E,1,0,1,1B3,90.357,145.717,226.525,283.588,314.76,340.033,4.440282536,5.024239738,2.272099402,0.805430574,0.970095627
AKA14104,Pavlodar,KAZ002,Kazakhstan,gorod,52.3,76.95,E,1,0,0,1B3,90.096,187.07,272.895,330.748,292.044,317.289,6.867421431,4.284861876,1.941299346,-0.952747431,1.041729082
ALI03102,Klaip_da,LIT00,Lithuanie,gorod,55.72,21.12,O,1,0,1,3A1,89.923,140.012,175.834,204.248,191.899,182.752,4.107331725,2.563555136,1.509221173,-0.478602686,-0.608605249
AR68415,michurinsk,RUS64,Russie,gorod,52.9,40.48333333,O,0,0,0,2A,89.919,109.235,116.013,124.415,96.093,98.758,1.784760388,0.671139101,0.701655125,-1.9673612,0.342534571
AR46215501,sergiposad,RUS40,Russie,gorod,56.3,38.13333333,O,0,0,0,,89.9,110.6,129.2,138,134.538,132.49,1.901693879,1.742128893,0.661096598,-0.195247591,-0.19156024
AR64401,Ioujno-Sakhalinsk,RUS58,Russie,gorod,46.95,142.7333333,E,1,0,1,1B4,89.891,111.911,147.909,159.3,175.085,181.727,2.011854568,3.147314159,0.744679017,0.729434843,0.466509667
AR88401,Iochkar-Ola,RUS38,Russie,gorod,56.63333333,47.86666667,O,1,0,0,1B3,89.845,169.532,211.084,255.191,273.329,265.528,5.942175883,2.465622092,1.915679372,0.5295813,-0.361294521
AUA25115,Tchernigiv,UKR27,Ukraine,gorod,51.5,31.3,O,1,0,0,1B3,89.585,158.873,238.141,296.347,304.405,297.402,5.346358293,4.599970985,2.210764393,0.206580471,-0.290503051
AR17435,murom,RUS75,Russie,gorod,55.56666667,42.03333333,O,0,0,0,3A2,88.791,124.007,145.98,161.688,144.711,132.491,3.083425352,1.829100264,1.027229409,-0.84967661,-1.096740606
AR79401,majkop,RUS33,Russie,gorod,44.6,40.08333333,O,1,0,1,1B3,86.806,117.277,135.824,158.138,167.433,154.978,2.772865101,1.644726594,1.532708717,0.440314252,-0.96159804
AR32425,mezhdurechk,RUS25,Russie,gorod,53.68333333,88.05,E,0,0,0,3C,86.7,117.9,131.8,153,146.422,145.024,2.833799526,1.246019092,1.502701706,-0.337468199,-0.119848343
AR30401,Petropavlovsk-Kamtchatski,RUS23,Russie,gorod,53.01666667,158.65,E,1,0,0,1B3,85.6,163.403,225.797,280.687,198.028,179.526,6.053748584,3.658867607,2.199886417,-2.647639836,-1.218618843
AUA23114,Tcherkasi,UKR25,Ukraine,gorod,49.43,32.07,O,1,0,0,1B3,84.822,158.393,228.197,290.34,294.731,287.713,5.841757645,4.140420597,2.437670598,0.115537013,-0.300800886
AUA13111,Drogobitch,UKR15,Ukraine,gorod,49.35,23.5,O,0,0,0,,83.404,123.753,150.065,173.136,168.674,164.097,3.652310402,2.165115601,1.440363483,-0.200639914,-0.343288238
AR36450,chapajevsk,RUS59,Russie,gorod,52.98333333,49.71666667,O,0,0,1,3A2,83.3,86.1,84.6,98,73.912,72.689,0.301005408,-0.195088841,1.481194677,-2.146566793,-0.208346781
AR57430,solikamsk,RUS52,Russie,gorod,59.63333333,56.76666667,E,0,0,0,,82.9,88.6,101.2,110.1,102.531,97.239,0.60634721,1.488377639,0.846465297,-0.546377681,-0.660227437
AR04420,kansk,RUS34,Russie,gorod,56.2,95.7,E,0,0,0,3A2,82.7,94.7,100.6,109.6,103,94.23,1.239384753,0.673796054,0.860532646,-0.476617375,-1.106215758
AGE02101,Batoumi,GEO00,Géorgie,gorod,41.64,41.63,O,1,0,0,1B3,82.328,100.603,122.815,136.609,121.806,123.5,1.83917009,2.241384089,1.070122009,-0.878375051,0.172793378
AR58401,Pskov,RUS54,Russie,gorod,57.81666667,28.33333333,O,1,0,0,1B3,81.3,126.7,175.7,203.8,202.78,203.281,4.115865905,3.699637565,1.494671397,-0.038588501,0.030849893
AR11430,severodvinsk,RUS05,Russie,gorod,64.56666667,39.81666667,O,0,0,0,3A1,78.7,144.7,197.2,248.7,201.551,192.265,5.692675267,3.499344135,2.347417204,-1.603958133,-0.587863063
AR07415,kislovodsk,RUS62,Russie,gorod,43.91666667,42.71666667,O,0,0,1,5A,78,89.6,100.9,114.4,129.788,128.502,1.268399471,1.328464571,1.263628677,0.975506353,-0.124396085
AR42415,elec,RUS36,Russie,gorod,52.61666667,38.51666667,O,0,0,0,3A2,77.9,100.7,111.7,120.3,116.726,108.404,2.361263395,1.158558863,0.744476719,-0.231725831,-0.920293132
AR60419,kamenskshah,RUS55,Russie,gorod,48.31666667,40.26666667,O,0,0,0,3B2,76.804,87.757,92.377,95.999,98.232,95.306,1.219327638,0.571699094,0.385337973,0.177035393,-0.377277266
AR75452,troickch,RUS66,Russie,gorod,54.08333333,61.56666667,E,0,0,1,3A2,76.3,85.5,87.5,90.1,83.862,78.637,1.040314373,0.25724606,0.293242831,-0.55038422,-0.800903839
AR18415,kamyshin,RUS76,Russie,gorod,50.08333333,45.4,O,0,0,0,3A2,76.2,120.9,139.5,152.8,158.737,148.269,4.285677358,1.602717286,0.914811812,0.293652377,-0.849131255
AR98401,Iakoutsk,RUS15,Russie,gorod,62.03333333,129.7333333,E,1,0,1,1B4,74.3,111.349,158.528,198.71,226.429,269.486,3.746272206,4.003182478,2.284864524,1.009561684,2.199911555
AES01143,Tartu,EST00,Estonie,gorod,58.38333333,26.71666667,O,0,0,0,6A,74.263,90.459,104.518,113.977,101.14,103.284,1.80966927,1.618091531,0.870137561,-0.914949994,0.262553818
AR17410,aleksandrov,RUS75,Russie,gorod,56.4,38.71666667,O,0,0,0,,73.8,89,98.8,104.4,96.895,90.784,1.717099522,1.16744242,0.552843276,-0.572216243,-0.811004213
ABE02103,Brest,BEL00,Belarus,gorod,52.1,23.7,O,1,0,0,1B4,73.614,121.629,177.249,258.016,229.712,312.779,4.670706679,4.272995725,3.826038666,-0.889841902,3.933822545
AR57427,lysjva,RUS52,Russie,gorod,58.1,57.78333333,E,0,0,0,3A2,73,72.8,75,76.6,71.148,65.931,-0.024937671,0.331349512,0.211312583,-0.566350632,-0.947402023
ABE05104,Grodna,BEL00,Belarus,gorod,53.68,23.81,O,1,0,0,1B3,72.943,132.471,194.775,270.535,309.452,332.87,5.574230996,4.376175014,3.340135014,1.0392219,0.91603581
AR14401,Belgorod,RUS08,Russie,gorod,50.6,36.6,O,1,0,0,1B3,72.3,151.3,245.785,311.127,352.362,373.025,6.943551563,5.538991175,2.385447462,0.961965639,0.71487292
AR46253501,stupino,RUS40,Russie,gorod,54.9,38.06666667,O,0,0,0,,71.887,98.8,113.8,118.6,104.022,108.822,2.933121708,1.582896228,0.413994247,-1.003805374,0.565481653
ALE01134,Liep_ja,LET00,Lettonie,gorod,56.52,21.02,O,0,0,1,3A2,71.464,92.884,107.663,114.462,87.505,84.074,2.411877074,1.654138241,0.614247932,-2.044555447,-0.498734309
ABE03114,Orsha,BEL00,Belarus,gorod,54.52,30.41,O,0,0,0,3A2,71.087,110.984,122.263,136.684,137.118,128.827,4.132956479,1.081230338,1.121211283,0.024373503,-0.776554195
AR87410,Vorkouta,RUS29,Russie,gorod,67.5,64.03333333,O,0,0,0,3B2,70.875,116.801,135.86,160.897,116.045,91.631,4.646099273,1.693663815,1.705779717,-2.482409848,-2.909441533
AUA10102,Bila Tserkva,UKR12,Ukraine,gorod,49.78,30.12,O,0,0,0,,70.633,108.545,151.318,196.878,200.693,209.25,3.983356902,3.760294713,2.666949839,0.14772973,0.523299058
AR05414,Nakhodka,RUS53,Russie,gorod,42.81666667,132.8666667,E,0,0,0,4A,69.48,111.575,150.697,185.233,177.133,159.695,4.400034975,3.396107673,2.0848689,-0.34336016,-1.287084265
AKA11104,Kyzylorda,KAZ004,Kazakhstan,gorod,44.85,65.51,E,1,0,0,1B4,69.141,131.186,168.505,167.16,175.011,207.557,5.99528095,2.820707789,-0.08010775,0.353661625,2.154885164
AR94440,sarapul,RUS49,Russie,gorod,56.46666667,53.8,E,0,0,1,3A2,68.7,97,106.6,110.4,103.141,101.39,3.185707242,1.054100608,0.35088037,-0.521811882,-0.213802581
AUZ08104,Nukus,OUZ00,Ouzbekistan,gorod,42.45,59.61,E,1,0,0,1B5,67.415,131.968,190.131,287.708,375.781,443.835,6.296577494,4.140696393,4.229319078,2.07556362,2.102364083
AMO01102,Balti,MOL00,Moldavie,gorod,47.76,27.93,O,0,0,0,,67.114,101.447,125.33,158.517,126.935,122.9,3.827276528,2.376889003,2.376889003,-1.69462474,-0.402956079
AKA16107,Ridder,KAZ003,Kazakhstan,gorod,50.35,83.51,E,0,0,0,,66.812,72.074,68.135,68.706,54.018,50.5,0.691568218,-0.622524656,0.083489838,-1.833188112,-0.838183691
AUA09106,Ivano-Frankivsk,UKR10,Ukraine,gorod,48.92,24.71,O,1,0,0,1B4,66.456,104.971,149.747,214.021,218.435,224.401,4.24341943,4.026311439,3.635805158,0.15715633,0.33739544
AR28414,Vychnii Volochek,RUS74,Russie,gorod,57.58333333,34.56666667,O,0,0,0,3A2,66.4,73.7,71.7,64.8,56.405,52.326,0.952744007,-0.305222708,-1.006749448,-1.061615402,-0.933916996
ATU05103,Turkmenabat / Tchardjou,TUR00,Turkmenistan,gorod,39.1,63.58,E,1,0,1,1B4,66.112,96.383,140.182,167.394,298.979,427.252,3.486488206,4.250193078,1.789917774,4.562760381,4.563554355
ALE01117,Daugavpils,LET00,Lettonie,gorod,55.88,26.53,O,0,0,0,2A,65.459,100.431,115.731,126.68,113.409,103.922,3.96803992,1.588005876,0.90805492,-0.847644512,-1.086060999
AUA08101,Berdyansk,UKR09,Ukraine,gorod,46.75,36.79,O,0,0,0,3A2,65.249,100.133,122.109,132.644,121.183,117.517,3.970323932,2.229089806,0.830981233,-0.692693122,-0.383293606
AUA05103,Artemivsk,UKR06,Ukraine,gorod,48.59,38.01,O,0,0,0,3B2,65.222,82.342,87.084,90.279,82.464,78.849,2.141558879,0.624071087,0.360966974,-0.694086702,-0.558737905
AKI05101,Osh,KIR00,Kirghizstan,gorod,40.53,72.79,E,1,0,0,1B3,65.197,120.374,169,211.045,201.183,234.552,5.73275604,3.841910091,2.246590803,-0.367451777,1.936800275
AR57422,kungur,RUS52,Russie,gorod,57.43333333,56.93333333,E,0,0,0,3A2,64.8,74.5,80.1,81.4,68.943,66.11,1.276197703,0.808548223,0.161123855,-1.269527994,-0.523127583
AGE12101,Akwa (Sokhoumi),GEO00,Géorgie,gorod,43,41.02,O,1,0,0,1B4,64.73,101.798,114.373,121.406,43.716,64.478,4.201935375,1.302572514,0.598536753,-7.556380017,4.977540267
AR80435,oktjabrskij,RUS07,Russie,gorod,54.48333333,53.48333333,E,0,0,1,3B2,64.7,77.1,88,104.7,108.647,109.379,1.606791156,1.480108192,1.752807525,0.285059191,0.083970494
AR24411,shuja,RUS18,Russie,gorod,56.85,41.36666667,O,0,0,0,3A2,64.6,68.8,72.3,69.4,62.449,58.528,0.574272972,0.552860265,-0.408535829,-0.808533975,-0.807285698
AR87401,Syktyvkar,RUS29,Russie,gorod,61.66666667,50.81666667,O,1,0,0,1B3,64.5,125.1,171,232.1,230.011,235.006,6.207289844,3.533784446,3.102193027,-0.069523355,0.268909814
AR63410,balashov,RUS60,Russie,gorod,51.55,43.16666667,O,0,0,0,2A,64.3,83.1,93.1,97,98.33,82.222,2.359078692,1.270553613,0.411211104,0.104810197,-2.211507829
AUA01118,Yalta,UKR01,Ukraine,gorod,44.5,34.17,O,0,0,0,,63.463,86.778,103.219,113.162,101.32,98.071,2.885352283,1.946477258,0.92391676,-0.846664368,-0.406593078
AR63413,voljsk,RUS60,Russie,gorod,52.05,47.38333333,O,0,0,1,3B2,63.4,69.2,65.7,65.7,71.124,66.52,0.798965752,-0.575028536,0,0.612064794,-0.833038075
AR49401,Veliki Novgorod,RUS43,Russie,gorod,58.51666667,31.28333333,O,1,0,0,1B3,62.909,132.279,196.3,243.015,233.32,228.336,6.990068501,4.48349964,2.15774036,-0.312681422,-0.269544494
AR11410,Kotlas,RUS05,Russie,gorod,61.25,46.65,O,0,0,0,,62.555,66.626,73.948,82.491,74.082,73.422,0.574815963,1.165261911,1.099268571,-0.82364018,-0.111799577
AUA22112,Khmelnitskii,UKR24,Ukraine,gorod,49.42,27,O,1,0,0,1B4,62.473,112.959,171.801,236.938,253.973,261.397,5.532057893,4.769258939,3.266843666,0.535501443,0.360803907
AR44401,Magadan,RUS37,Russie,gorod,59.56666667,150.8,E,1,0,0,1B4,62.2,92.1,121.3,151.7,99.399,95.925,3.632793283,3.10720611,2.261575161,-3.199712138,-0.44370542
AUA12132,Sverdlovsk,UKR14,Ukraine,gorod,48.08,39.65,O,0,0,0,3C,62.155,68.304,73.847,82.809,71.981,66.293,0.861297687,0.870736326,1.151998639,-1.072124798,-1.023769553
AR92410,bugulma,RUS65,Russie,gorod,54.53333333,52.78333333,O,0,0,1,3B2,61,72.4,80.5,89.6,93.014,89.144,1.569760901,1.185312979,1.076736889,0.288065648,-0.529803809
AR57440,chusovoj,RUS52,Russie,gorod,58.28333333,57.81666667,E,0,0,0,3A2,60.7,58.2,56.4,57.9,51.615,46.74,-0.381618554,-0.34846031,0.262827047,-0.879990271,-1.232491815
AR57418,kizel,RUS52,Russie,gorod,59.05,57.65,E,0,0,0,3B2,60.7,46.3,39.8,36.7,23.841,19.59,-2.431777988,-1.666786676,-0.807622634,-3.263781163,-2.424958193
AR65409,asbest,RUS63,Russie,gorod,57,61.46666667,E,0,0,1,3C,60.1,91.281,102.933,114.302,104.417,94.96,3.872488901,1.343789104,1.053164923,-0.693366362,-1.179695715
ALI06110,siauliai,LIT00,Lithuanie,gorod,55.93,23.32,O,1,0,0,2A,59.722,93.057,118.216,145.056,132.907,125.453,4.114310578,2.694566999,2.067139537,-0.670611225,-0.718848807
AR94410,votkinsk,RUS49,Russie,gorod,57.05,54,E,0,0,1,3A2,59.7,74.1,89.8,103.5,99.441,100.034,1.983816774,2.158174887,1.429994354,-0.307273938,0.074347934
AUA17110,Rivne,UKR19,Ukraine,gorod,50.62,26.25,O,1,0,0,1B3,59.598,115.541,178.956,227.925,248.642,249.582,6.202995634,4.981370485,2.448256059,0.671469386,0.047156513
AR80410,beloreck,RUS07,Russie,gorod,53.96666667,58.4,E,0,0,0,3B2,59.3,67.1,71.2,72.4,71.093,68.804,1.129740618,0.661162475,0.167274558,-0.140035861,-0.408251831
AR46212501,egorjevsk,RUS40,Russie,gorod,55.38333333,39.03333333,O,0,0,0,1B2,59.3,67.2,72.2,73.9,68.303,70.133,1.143432706,0.800596643,0.232998842,-0.60400802,0.331043616
ABE07101,Barysau,BEL00,Belarus,gorod,54.23,28.49,O,0,0,0,3A2,59.28,84.112,111.672,143.792,150.52,146.91,3.231827335,3.199183067,2.560243435,0.352370742,-0.303003263
AR94420,glazov,RUS49,Russie,gorod,58.13333333,52.65,E,0,0,1,3A2,59,68.3,81.1,104.1,100.894,95.835,1.339550125,1.926921079,2.528118464,-0.240337762,-0.640968204
AR58410,velikie luki,RUS54,Russie,gorod,56.33333333,30.51666667,O,0,0,0,2A,58.9,85.3,101.5,113.7,104.979,98.778,3.423980553,1.950833101,1.141512111,-0.611989443,-0.758178991
AUA12114,Krasnodon,UKR14,Ukraine,gorod,48.3,39.74,O,0,0,0,,58.186,69.459,74.919,81.267,73.41,66.554,1.622955268,0.844332095,0.816641475,-0.779127096,-1.218061121
ABE02101,Baranabitchi,BEL00,Belarus,gorod,53.13,26.03,O,0,0,0,2A,58.064,101.472,130.647,159.315,168.119,168.666,5.205860668,2.847751726,2.003652399,0.414614976,0.040649032
AUA12129,Rovenki,UKR14,Ukraine,gorod,48.08,39.37,O,0,0,0,,57.332,61.145,61.499,67.989,62.031,57.743,0.587072561,0.064163041,1.008299555,-0.702991397,-0.891405393
AUA03107,Loutsk,UKR04,Ukraine,gorod,50.75,25.33,O,1,0,0,1B4,57.305,96.493,141.07,197.724,207.511,210.775,4.851108575,4.310142742,3.433798058,0.372339767,0.195250568
AUA01107,Evpatoria,UKR01,Ukraine,gorod,45.2,33.36,O,0,0,0,5A,56.992,79.444,93.281,107.792,105.849,106.846,3.065516086,1.800054394,1.456373273,-0.139825909,0.117258564
AR10430,svobodnyj,RUS04,Russie,gorod,51.38333333,128.1333333,E,0,0,0,4A,56.9,62.9,74.5,80,63.889,58.594,0.915536746,1.8983829,0.714817805,-1.714965922,-1.075609754
AR56405,kuzneck,RUS51,Russie,gorod,53.11666667,46.6,O,0,0,0,3A2,56.9,84.1,93.6,98.6,92.05,88.883,3.61575446,1.196252057,0.52176526,-0.527368763,-0.436681381
AR37405,shadrinsk,RUS31,Russie,gorod,56.08333333,63.63333333,E,0,0,1,3A2,56.1,72.6,81.5,86.7,80.865,77.744,2.371586235,1.293157653,0.62042535,-0.534510889,-0.490788179
AES01115,Kohtla-Järve,EST00,Estonie,gorod,59.4,27.28333333,O,0,0,0,,56.054,68.318,72.675,76.581,58.988,55.58,1.8149811,0.68930005,0.524888315,-1.98778524,-0.741122655
AR65403,alapajevsk,RUS63,Russie,gorod,57.85,61.7,E,0,0,1,,55.84,59.861,59.833,62.057,55.41,48.196,0.63413627,-0.005198306,0.365626482,-0.867699985,-1.728438771
AUZ12101,Angren,OUZ00,Ouzbekistan,gorod,41.02,70.14,E,0,0,0,3C,55.789,76.096,105.97,131.97,128.844,126.958,2.862186133,3.748093047,2.21843518,-0.184202999,-0.184202999
AUA12103,Antetsit,UKR14,Ukraine,gorod,48.12,39.09,O,0,0,0,,55.638,54.673,60.687,71.655,63.196,55.897,-0.158932068,1.166299077,1.675211183,-0.961665967,-1.522425197
AR03411,ejsk,RUS33,Russie,gorod,46.7,38.28333333,O,0,0,1,3A2,55.3,64.4,70.6,78.2,86.349,87.771,1.39455006,1.026527584,1.027639346,0.765434403,0.204382655
AR53412,buzuluk,RUS47,Russie,gorod,52.76666667,52.26666667,E,0,0,1,2A,54.9,67.1,76,84,87.286,82.655,1.84102067,1.393501029,1.005859685,0.295615195,-0.679118061
AR20410,borisglebsk,RUS78,Russie,gorod,51.36666667,42.08333333,O,0,0,0,2A,54.4,63.7,67.6,72.3,69.392,65.585,1.445072653,0.66244475,0.674425536,-0.315290697,-0.702825744
AR17420,gushrustaln,RUS75,Russie,gorod,55.61666667,40.65,O,0,0,0,3A2,54.2,64.5,71.6,76.4,67.121,60.773,1.594250292,1.167089629,0.650985985,-0.991100028,-1.234212214
AKA16103,Zyryanovsk,KAZ003,Kazakhstan,gorod,49.74,84.27,E,0,0,0,3C,54.119,56.206,51.132,52.838,42.362,39.32,0.344575821,-1.04574905,0.328740215,-1.685525553,-0.927067826
